state,city,address,postal_code,phone_number,latitude,longitude
Nevada,Las Vegas,3377 Las Vegas Blvd S,89109,(702) 699-5499,36.121453,-115.168674
Nevada,Las Vegas,3475 Las Vegas Blvd S,89109,(702) 836-0804,36.12008962854767,-115.17176588530174
Nevada,Las Vegas,365 Hughes Center Dr,89169,(702) 369-0502,36.11492954689889,-115.15529006270822
Nevada,Las Vegas,3663 Las Vegas Blvd,89109,(702) 448-8559,36.1091641,-115.1711529
Nevada,Las Vegas,3815 Blue Diamond Rd,89139,(702) 385-0928,36.03965691397118,-115.1906871987419
Nevada,Las Vegas,4332 W Cactus Ave,89141,(775) 383-2921,35.99914651384266,-115.197248072999
Nevada,Las Vegas,4530 S Maryland Pkwy,89119,(702) 436-9177,36.1070810738577,-115.13697819506558
Nevada,Las Vegas,4916 S Fort Apache Rd,89148,(702) 448-8430,36.09914194459587,-115.29667131152581
Nevada,Las Vegas,5715 S Eastern Ave,89119,(702) 507-2368,36.08543691327497,-115.119505865279
Nevada,Las Vegas,6211 N Decatur Blvd,89130,(702) 395-2629,36.27181792226307,-115.20701782822437
Nevada,Las Vegas,7170 N Durango Dr,89149,(702) 656-9885,36.2913620294958,-115.28746930181148
Nevada,Las Vegas,7175 W Lake Mead Blvd,89128,(702) 233-3199,36.195280428120064,-115.24820182514858
Nevada,Las Vegas,7340 Arroyo Crossing Pkwy,89113,(702) 361-0203,36.063655252133685,-115.25204687032044
Nevada,Las Vegas,7370 Las Vegas Blvd S,89123,(702) 270-1973,36.05606714377429,-115.17157670748952
Nevada,Las Vegas,8620 W Sunset Rd,89148,(725) 257-1477,36.070901,-115.2800262
Nevada,Las Vegas,875 S Grand Central Pkwy,89106,(702) 384-0107,36.163203071347915,-115.15882808591493
Nevada,Las Vegas,9240 W Sahara Ave,89117,(702) 243-0226,36.14478527875303,-115.29739288011149
Nevada,Mesquite,145 Falcon Ridge Pkwy,89027,(725) 529-3248,36.801154,-114.108806
Nevada,North Las Vegas,1920 W Craig Rd,89032,(702) 430-7428,36.24017614087913,-115.16821274532678
Nevada,North Las Vegas,2023 E Lake Mead Blvd,89030,(702) 649-4024,36.19546013347635,-115.11904483741705
Nevada,North Las Vegas,2546 E Craig Rd,89030,(702) 633-4463,36.24023019504843,-115.1159511817998
Nevada,North Las Vegas,6780 N. 5th St,89084,(725) 303-0086,36.28319651756543,-115.13412978213894
Nevada,Pahrump,540 S Hwy 160,89048,(775) 505-2418,36.211458,-115.989945
Nevada,Reno,5144 Mae Anne Ave,89523,(775) 624-6203,39.53230683217546,-119.86537968220898
Nevada,Reno,537 S Meadows Pkwy,89521,(775) 851-1476,39.438720854151285,-119.76120263558198
Nevada,Reno,6395 S McCarran Blvd,89509,(775) 825-3862,39.4774686076598,-119.79316186352526
Nevada,Reno,925 W 5th St,89503,(775) 636-7647,39.529575571668275,-119.82887443595288
Nevada,Sparks,1560 E Lincoln Way,89434,(775) 358-0695,39.53398870261916,-119.71814222879658
New Hampshire,Bedford,99 S River Rd,03110,(603) 263-0873,42.95644295645826,-71.47796522858198
New Hampshire,Concord,265 Loudon Rd,03301,(603) 223-5936,43.22450936024901,-71.49008124532543
New Hampshire,Dover,826 Central Ave,03820,(603) 740-8984,43.215338,-70.880136
New Hampshire,Keene,333 Winchester St,03431,(603) 352-6761,42.925185501688475,-72.28990827226318
New Hampshire,Manchester,926 S Willow St,03103,(603) 624-2084,42.9633032,-71.4416697
New Hampshire,Nashua,225 Daniel Webster Hwy,03060,(603) 888-0889,42.758938,-71.4647635
New Hampshire,Nashua,356 Amherst St,03063,(603) 594-9163,42.78285072690204,-71.50485844778086
New Hampshire,Newington,45 Gosling Rd,03801,(603) 427-0309,43.09465206894096,-70.79901296502972
New Hampshire,North Conway,1549 White Mountain Hwy,03860,(603) 356-0037,44.02143267858732,-71.1154819862158
New Hampshire,Portsmouth,2422 Lafayette Road,03801,(603) 427-1012,43.03575667,-70.784355
New Hampshire,Salem,12 South Village Drive,03079,(603) 870-0997,42.77776931490941,-71.22939156207904
New Hampshire,Stratham,18 Portsmouth Ave,03885,(603) 772-1281,42.994358491614086,-70.92500159580717
New Jersey,Basking Ridge,25 Mountainview Blvd,07920,(908) 647-0725,40.64419307055649,-74.57722822947215
New Jersey,Bellmawr,2 N Black Horse Pike,08031,(856) 861-6435,39.866827239371155,-75.08011520524347
New Jersey,Bernardsville,80 Morristown Rd,07924,(908) 953-2980,40.7198516846155,-74.56373531026071
New Jersey,Bloomfield,240 Bloomfield Ave,07003,(973) 748-6061,40.78182251759875,-74.19175627741595
New Jersey,Bound Brook,318 Chimney Rock Rd,08805,(732) 469-4348,40.57671011927211,-74.55933540818782
New Jersey,Brick,74 Brick Plz,08723,(732) 920-1269,40.058928519264676,-74.14229528774888
New Jersey,Bridgewater,640 Commons Way,08807,(908) 231-0398,40.58284577212148,-74.61441944884422
New Jersey,Burlington,1805 Mount Holly Rd,08016,(609) 733-0519,40.05529779770266,-74.8443594076305
New Jersey,Cherry Hill,3 Marlton Pike E,08034,(856) 281-2426,39.91331649004983,-75.00960617613829
New Jersey,Cherry Hill,818 Haddonfield Rd,08002,(856) 661-1761,39.92744046583082,-75.03187636410951
New Jersey,Chester,537 US Hwy 206,07930,(908) 955-0028,40.7790683032373,-74.69548689091381
New Jersey,Cinnaminson,115 Route 130 S,08077,(856) 735-5894,39.989013094506895,-75.00973076146823
New Jersey,Clark,1255 Raritan Rd,07066,(732) 381-0527,40.63281404468967,-74.30502498491127
New Jersey,Clementon,1410 Blackwood Clementon Rd,08021,(856) 282-2193,39.803088296915455,-75.0372827893465
New Jersey,Clifton,380 State Rt 3,07014,(973) 916-0040,40.83031488459754,-74.13764423311787
New Jersey,Closter,83 Ver Valen St,07624,(201) 768-2505,40.970002194698985,-73.95509991413883
New Jersey,Deptford,2000 Clements Bridge Road,08096,(856) 384-2890,39.84181082279356,-75.0924170116142
New Jersey,East Brunswick,609 State Route 18,08816,(732) 234-4740,40.43526123782355,-74.3903575319639
New Jersey,East Hanover,368 State Route 10,07936,(973) 599-1370,40.80362558481626,-74.36268828619365
New Jersey,East Rutherford,40 State Rt 17,07073,(201) 549-5302,40.83113323097657,-74.08911338735766
New Jersey,East Windsor,319 US Highway 130,08520,(609) 301-6064,40.2792504,-74.5313633
New Jersey,Eatontown,186 Hwy 35,07724,(732) 389-5041,40.28991070751802,-74.0525743204862
New Jersey,Edgewater,14 The Promenade,07020,(201) 402-6275,40.8069854,-73.9902061
New Jersey,Edison,55 Parsonage Rd,08837,(732) 395-2151,40.547948,-74.335887
New Jersey,Edison,901 US-1,08817,(732) 218-9455,40.515912,-74.373857
New Jersey,Egg Harbor Township,6813 Tilton Rd,08234,(609) 910-5929,39.3917343,-74.559307
New Jersey,Englewood,10 Nathaniel Pl,07631,(201) 608-0287,40.89534784749867,-73.97619533374689
New Jersey,Flemington,287 US 202,08822,(908) 751-1037,40.50144531787844,-74.85487904246233
New Jersey,Forked River,246 North Main Street,08731,(609) 488-4852,39.84727341188452,-74.18651348450666
New Jersey,Fort Lee,134 Linwood Plaza,07024,(201) 482-5128,40.86121976518036,-73.97051911409976
New Jersey,Freehold,323 W Main St,07728,(732) 358-7721,40.24433084288029,-74.29943478774891
New Jersey,Glassboro,789 Delsea Dr N,08028,(856) 347-4003,39.72216621146558,-75.11614951595593
New Jersey,Gloucester City,703 Browning Ln,08030,(856) 754-4791,39.8780387,-75.11349589999999
New Jersey,Hackensack,450 Hackensack Ave,07601,(201) 343-1408,40.90891730236207,-74.02838751238872
New Jersey,Hillsborough,649 US Highway 206,08844,(908) 431-0280,40.499039542303976,-74.64520861699457
New Jersey,Hillsdale,441 Hillsdale Ave,07642,(551) 751-6018,41.00237888614004,-74.04272783680535
New Jersey,Hoboken,229 Washington Street,07030,(201) 205-1717,40.739599465749336,-74.02998078583823
New Jersey,Holmdel,2131 State Route 35,07733,(732) 888-0574,40.41524125571341,-74.15871732347284
New Jersey,Howell,4733 US Highway 9,07731,(732) 364-3937,40.13435686997923,-74.2229776346573
New Jersey,Jersey City,26 Journal Square,07306,(201) 918-3867,40.73064277845666,-74.06365639345756
New Jersey,Jersey City,30 Montgomery St,07302,(201) 984-5483,40.71683976005558,-74.03513250329434
New Jersey,Jersey City,525 Washington Blvd,07310,(201) 222-3767,40.72682801622942,-74.03527473699502
New Jersey,Kearny,190 Passaic Ave,07032,(201) 998-0515,40.75966792630443,-74.15952297422238
New Jersey,Lawrenceville,3371 US Highway 1,08648,(609) 454-0163,40.29721304570206,-74.68261261303502
New Jersey,Ledgewood,461 Rte 10,07852,(973) 668-4184,40.8742425,-74.6502446
New Jersey,Lodi,170 Essex Street,07644,(201) 291-8485,40.89111360203947,-74.07195719405536
New Jersey,Madison,6 Main St,07940,(973) 264-1040,40.7601168,-74.4167983
New Jersey,Manahawkin,385 Martin Truex Jr Blvd,08050,(609) 488-6350,39.704554,-74.27542199999999
New Jersey,Marlton,500 Route 73 S,08053,(856) 797-1569,39.87759922017424,-74.91933649157498
New Jersey,Marlton,882 Route 73 N,08053,(856) 983-5392,39.906240711434215,-74.93637525964775
New Jersey,Mays Landing,2220 Wrangleboro Rd,08330,(609) 484-1403,39.451182125558205,-74.6377224938658
New Jersey,Metuchen,349 Lake Ave,08840,(732) 662-9158,40.54085387381667,-74.36603543238567
New Jersey,Montvale,18 Farm Vw,07645,(201) 391-8986,41.051032,-74.06184272883604
New Jersey,Moorestown,1600 Nixon Dr,08057,(856) 234-2317,39.9461120799692,-74.95860536426181
New Jersey,Morris Plains,1711 State Route 10,07950,(973) 292-0621,40.84361884787375,-74.46606533248882
New Jersey,Mount Laurel,10 Centerton Rd,08054,(856) 206-4024,39.96992593019781,-74.91403547287803
New Jersey,Mt Laurel,3109 Rte 38,08054,(856) 591-2103,39.97109912385459,-74.87555811729843
New Jersey,New Brunswick,387 George St,08901,(732) 993-1601,40.49608012866478,-74.44389511532688
New Jersey,New Providence,1260 Springfield Ave,07974,(908) 665-2185,40.706428985480045,-74.40448128077496
New Jersey,Newark,222 Market St,07102,(862) 235-1110,40.73476014345793,-74.17034735706045
New Jersey,Newton,121 Water St,07860,(973) 862-4755,41.06512810797231,-74.74642932411207
New Jersey,North Bergen,2199 74th St,07047,(201) 453-4814,40.803393020843686,-74.02190013617009
New Jersey,North Brunswick,229 Grand Ave,08902,(848) 837-6024,40.43830755537103,-74.50419953729552
New Jersey,North Brunswick,524 Shoppes Blvd,08902,(732) 342-7272,40.461454461094505,-74.45714599614712
New Jersey,Paramus,1 Garden State Plz,07652,(201) 561-0193,40.917588,-74.076404
New Jersey,Paramus,545 Route 17 South,07652,(201) 345-1467,40.957659,-74.075736
New Jersey,Paramus,81 E State Rt 4,07652,(201) 556-0180,40.91928992368564,-74.06484148954303
New Jersey,Parsippany,1131 US Highway 46,07054,(973) 352-6412,40.86189198879906,-74.38771204191426
New Jersey,Phillipsburg,1314 US Rte 22 E,08865,(908) 521-8063,40.673542711843965,-75.14064449010596
New Jersey,Princeton,3522 US Highway 1,08540,(609) 228-6952,40.31098031055243,-74.66136013774975
New Jersey,Ramsey,1255 State Rt 17,07446,(201) 818-0185,41.07066761139971,-74.13941381102774
New Jersey,Red Bank,20 Water St,07701,(732) 758-8524,40.35073914410585,-74.06996564123244
New Jersey,Rio Grande,1705 NJ-47 South,08242,(609) 770-4225,39.0106169,-74.8699179
New Jersey,Rockaway,301 Mt Hope Ave,07866,(973) 442-0900,40.907218,-74.554014
New Jersey,Sea Girt,2150 Route 35,08750,(732) 449-0103,40.1379976381188,-74.06170585554503
New Jersey,Secaucus,700 Plaza Dr,07094,(201) 330-1349,40.78756310779809,-74.0457996006117
New Jersey,Sewell,415 Egg Harbor Rd,08080,(856) 270-7074,39.748769960512185,-75.07626577647079
New Jersey,Shrewsbury,490B Shrewsbury Plz,07702,(848) 377-3515,40.31355178127886,-74.06533827735205
New Jersey,Sicklerville,629 Cross Keys Rd,08081,(856) 629-2087,39.73456393360712,-75.0075366938137
New Jersey,Somers Point,210 New Rd,08244,(609) 601-4583,39.32894561727126,-74.59486620689503
New Jersey,South Plainfield,6850 Hadley Road,07080,(908) 462-9690,40.55451313806272,-74.43135648638497
New Jersey,Springfield,101 US Highway 22,07081,(973) 376-0152,40.68712190887396,-74.31576966152869
New Jersey,Springfield,697 Morris Tpke,07081,(973) 376-0312,40.718627317094025,-74.32950032270185
New Jersey,Teterboro,9 Teterboro Landing Dr,07608,(201) 288-4903,40.8606228,-74.06191179999999
New Jersey,Toms River,1258 Hooper Ave,08753,(848) 480-0645,39.98432404458657,-74.18058696073058
New Jersey,Toms River,465 East Route 37,08753,(848) 317-8116,39.954144,-74.163397
New Jersey,Union,1101 Morris Ave,07083,(908) 345-2886,40.682335378147144,-74.23425464980944
New Jersey,Vineland,3880 S Delsea Dr,08360,(856) 563-8861,39.43039356123075,-75.0407778599453
New Jersey,Voorhees,700 Haddonfield Berlin Rd,08043,(856) 783-0380,39.853147330801846,-74.98248938116949
New Jersey,Watchung,1620 US Highway 22,07069,(908) 322-1574,40.64281440178693,-74.41246157759805
New Jersey,Wayne,70 Willowbrook Blvd,07470,(973) 237-1390,40.88871619527291,-74.25201344601533
New Jersey,West Caldwell,749 Bloomfield Ave,07006,(973) 226-6421,40.85022768357152,-74.29402782301634
New Jersey,West Orange,235 Prospect Ave,07052,(973) 736-1873,40.80523669999999,-74.2481487
New Jersey,Westfield,117 E Broad St,07090,(908) 232-2709,40.65102192055685,-74.34931696007794
New Jersey,Woodbridge,318 US Highway 9 N,07095,(732) 442-5281,40.534775251234834,-74.29558553067112
New Mexico,Albuquerque,1000 Juan Tabo Blvd NE,87112,(505) 407-4437,35.0886542938445,-106.51475243871828
New Mexico,Albuquerque,2608 Central Ave SE,87106,(505) 232-3550,35.08057225150501,-106.61686568344976
New Mexico,Albuquerque,3400 NM 528 NW,87114,(505) 948-5005,35.20453601127593,-106.64993794748959
New Mexico,Albuquerque,3600 Coors Blvd NW,87120,(505) 836-6865,35.12325776410524,-106.70128921106243
New Mexico,Albuquerque,4331 San Mateo Blvd NE,87110,(505) 903-7584,35.1306238,-106.5868001
New Mexico,Albuquerque,6810 Menaul Blvd NE,87110,(505) 884-1716,35.108862408960974,-106.56852223313524
New Mexico,Albuquerque,8120 San Pedro Dr NE,87113,(505) 814-2880,35.17493880920162,-106.57497128587914
New Mexico,Clovis,3501 N Prince St,88101,(575) 935-0351,34.43428474904138,-103.19581852299899
New Mexico,Farmington,4906 E Main St,87402,(505) 326-6401,36.76795107310428,-108.1477205278569
New Mexico,Las Cruces,525 S Telshor Blvd,88011,(575) 522-3096,32.31482969972059,-106.7435663504136
New Mexico,Santa Fe,1001 S Saint Francis Dr,87505,(505) 303-4534,35.67779648520238,-105.95314385052154
New York,Albany,105 Wolf Road,12205,(518) 438-7590,42.716029,-73.809998
New York,Albany,1475 Western Ave,12203,(518) 459-1025,42.682911,-73.838426
New York,Albany,17 New Scotland Ave,12208,(518) 312-4591,42.65406492499673,-73.77337737303331
New York,Amherst,1643 Niagara Falls Blvd,14228,(716) 836-1039,42.99971951131972,-78.81943605336176
New York,Amherst,3030 Niagara Blvd,14228,(716) 766-1388,43.037138,-78.823923
New York,Amsterdam,110 Veeders Ml,12010,(518) 246-3013,42.96291436459377,-74.18698594702214
New York,Astoria,2206 31st St,11105,(347) 242-5876,40.7759687,-73.9112081
New York,Astoria,3173 Steinway St,11103,(347) 448-5619,40.759375321257075,-73.91829492713275
New York,Auburn,1 Plaza Dr,13021,(315) 975-4943,42.95650275083098,-76.54173460231621
New York,Batavia,4230 Veterans Memorial Dr,14020,(585) 300-4083,43.0162573,-78.204008
New York,Bay Shore,1675 Sunrise Hwy,11706,(631) 666-0731,40.73639661403278,-73.24759173243054
New York,Bohemia,5181 Sunrise Hwy,11716,(631) 567-1396,40.7648267,-73.0925717
New York,Bronx,1030 Southern Blvd,10459,(347) 758-4163,40.823835901425355,-73.89157356799967
New York,Bronx,1776 Eastchester Rd,10461,(347) 899-2876,40.8494193,-73.8429704
New York,Bronx,190 W 231st St,10463,(347) 334-6669,40.87854394663304,-73.90441531378225
New York,Bronx,193 W 237th St,10463,(718) 601-6022,40.88456619551229,-73.9004737612446
New York,Bronx,2122 Bartow Avenue,10475,(347) 899-8442,40.868854,-73.82627
New York,Bronx,2190 White Plains Rd,10462,(347) 281-7963,40.85622942202093,-73.86727568648706
New York,Bronx,22 E 170th St,10452,(718) 710-4044,40.839760407516174,-73.91723425737396
New York,Bronx,260 E 161st St,10451,(718) 665-5238,40.825640489738014,-73.91934789773708
New York,Bronx,2902 3rd Ave,10455,(718) 710-4059,40.816959551035815,-73.91592948313543
New York,Bronx,31 Hugh J Grant Circle,10462,(838) 786-5021,40.8336907,-73.86057149999999
New York,Bronx,35 Westchester Square,10461,(347) 281-7158,40.84142107526162,-73.84374093606944
New York,Bronx,350 E Fordham Rd,10458,(929) 577-5915,40.861632125677936,-73.89332304641943
New York,Bronx,4760 3rd Ave,10458,(718) 220-1276,40.8603549,-73.8905947
New York,Bronx,557 Grand Concourse,10451,(315) 710-3188,40.81907445524702,-73.927394644792
New York,Bronx,815 Hutchinson River Pkwy,10465,(718) 822-1696,40.8238178,-73.8382011
New York,Brooklyn,1 Metrotech Center,11201,(917) 246-4060,40.69359154930046,-73.98638792038685
New York,Brooklyn,1004 Flatbush Ave,11226,(332) 266-4533,40.646788263238726,-73.95831546684742
New York,Brooklyn,1190 Fulton St,11216,(929) 567-2103,40.68046744757211,-73.95306690368747
New York,Brooklyn,130 N 4th St,11249,(718) 384-1785,40.71662536264234,-73.96054437301638
New York,Brooklyn,1325 Kings Hwy,11229,(718) 339-2197,40.60849875894529,-73.95935606440071
New York,Brooklyn,140 Court St,11201,(718) 852-1852,40.689225330982595,-73.99282464723876
New York,Brooklyn,185 7th Ave,11215,(347) 725-4450,40.671179764865585,-73.97771265549562
New York,Brooklyn,185 Montague St,11201,(718) 243-9109,40.694349307551605,-73.99183062392524
New York,Brooklyn,1940 Linden Blvd,11207,(929) 567-0909,40.658490861035055,-73.8898936239252
New York,Brooklyn,2076 86th St,11214,(347) 394-5095,40.60330444309662,-73.99658210230571
New York,Brooklyn,2166 Nostrand Ave,11210,(718) 434-2315,40.63199766322616,-73.9478176689671
New York,Brooklyn,2179 Ralph Ave,11234,(718) 251-3806,40.62640516930416,-73.91697560324246
New York,Brooklyn,250 Utica Ave,11213,(718) 942-5275,40.66999511055916,-73.93141058422312
New York,Brooklyn,2940 Cropsey Ave,11214,(718) 266-0380,40.583302456298604,-73.9867754624425
New York,Brooklyn,347 Flatbush Ave,11238,(718) 230-3102,40.677225058676,-73.97219397217282
New York,Brooklyn,394 Myrtle Ave,11205,(718) 855-3517,40.69297354410361,-73.97015802749729
New York,Brooklyn,4101 4th Ave,11232,(718) 208-4207,40.651227159779495,-74.00713741502018
New York,Brooklyn,463 86th St,11209,(718) 833-0534,40.6220428335957,-74.02667151532688
New York,Brooklyn,474 Fulton St,11201,(718) 852-0617,40.68989924863352,-73.98394686128724
New York,Brooklyn,5102 Avenue U,11234,(347) 549-4079,40.610484,-73.918934
New York,Brooklyn,6502 18th Ave,11204,(347) 325-9464,40.61910617282838,-73.99061644043785
New York,Brooklyn,774 Broadway,11206,(718) 387-2409,40.7000298264766,-73.94096754550367
New York,Buffalo,2236 Delaware Ave,14216,(716) 374-6060,42.944869729540585,-78.86870359747586
New York,Buffalo,4405 Milestrip Rd,14219,(716) 824-0394,42.78887372505396,-78.81493464479198
New York,Canandaigua,282 Eastern Blvd,14424,(585) 412-2041,42.8786551824051,-77.25691628296494
New York,Carle Place,135 Old Country Rd,11514,(516) 877-7720,40.74355703669997,-73.61803873897225
New York,Central Valley,498 Red Apple Ct,10917,(845) 928-1836,41.3169256,-74.1259455
New York,Cheektowaga,1717 Walden Ave,14225,(716) 242-0720,42.90753759136164,-78.77423781043342
New York,Cicero,7944 Brewerton Rd,13039,(315) 505-8227,43.155051761774125,-76.12227558895495
New York,Clifton Park,22 Clifton Country Rd,12065,(518) 371-0362,42.85843910000001,-73.77854291165674
New York,Commack,660 Commack Rd,11725,(631) 499-2676,40.80724232048263,-73.29384585003027
New York,Corona,3747 Junction Blvd,11368,(718) 593-4731,40.75041739580541,-73.869819482206
New York,Deer Park,1090 The Arches Cir,11729,(631) 586-0301,40.76468087176469,-73.30652234482669
New York,Deer Park,1831 Deer Park Ave,11729,(631) 906-7033,40.75879043742749,-73.32771587460124
New York,Dobbs Ferry,12 Lawrence St,10522,(914) 693-8135,41.00201896810417,-73.8574606900662
New York,East Meadow,2312 Hempstead Tpke,11554,(516) 796-0460,40.724522636600874,-73.5505444434707
New York,East Northport,4000 Jericho Tpke,11731,(631) 651-1820,40.83947128246748,-73.31555572207048
New York,Elmhurst,40-37 82nd St,11373,(347) 448-3195,40.746593,-73.8835323
New York,Elmhurst,8801 Queens Blvd,11373,(347) 448-4881,40.73529923550521,-73.87455634784126
New York,Elmhurst,9015 Queens Blvd,11373,(347) 396-3452,40.73440613146986,-73.86992516625308
New York,Elmont,620 Hempstead Tpke,11003,(516) 328-0240,40.70760999750186,-73.70235858889995
New York,Fairport,6720 Pittsford Palmyra Rd,14450,(585) 598-4075,43.07098707356829,-77.44087694279023
New York,Farmingdale,901 Broadhollow Rd,11735,(631) 845-4598,40.726673901834175,-73.42347402558052
New York,Fayetteville,406 Towne Dr,13066,(315) 400-6605,43.02925,-76.01789
New York,Fishkill,10 Westage Dr,12524,(845) 897-2694,41.527470855511936,-73.8932193090191
New York,Flushing,13661 Roosevelt Ave,11354,(347) 732-1615,40.760498,-73.82788
New York,Forest Hills,7030 Austin St,11375,(718) 709-4385,40.72034292143083,-73.84593633148131
New York,Garden City,630 Old Country Rd,11530,(516) 539-3950,40.738202,-73.613312
New York,Glenmont,9 Moriah Rd,12077,(838) 217-6990,42.611958292735686,-73.78580102256296
New York,Glenville,231 Saratoga Rd,12302,(518) 631-2688,42.86670508249016,-73.93324064227477
New York,Great Neck,44 Great Neck Rd,11021,(516) 467-0505,40.78546844053795,-73.72738571454715
New York,Hauppauge,387 Smithtown Byp,11788,(631) 265-1318,40.828079927024866,-73.2013814284752
New York,Hauppauge,694 Motor Pkwy,11788,(631) 355-7073,40.807214961172946,-73.2377545370132
New York,Hicksville,215 N Broadway,11801,(516) 822-4074,40.77439972943342,-73.52764726725059
New York,Highland Falls,521A Main St,10928,(845) 977-0233,41.37635621046758,-73.96306243568881
New York,Howard Beach,16010 Crossbay Blvd,11414,(718) 738-1309,40.65726177401885,-73.8397904834324
New York,Huntington Station,435 Walt Whitman Rd,11747,(631) 423-0127,40.814771129154124,-73.41089419305467
New York,Ithaca,740 S Meadow St,14850,(607) 272-0437,42.43014786980975,-76.50822799657499
New York,Jackson Heights,8710 Northern Blvd,11372,(718) 424-8031,40.75587590469609,-73.87998629447748
New York,Jamaica,14740 Archer Ave,11435,(718) 521-4225,40.70052545893504,-73.80740784845928
New York,Jamaica,16002 Jamaica Ave,11432,(718) 658-4609,40.703575436580955,-73.79886941707173
New York,Johnson City,621 Harry L Dr,13790,(607) 201-0562,42.12490660913323,-75.97445810370353
New York,Kingston,1217 Ulster Ave,12401,(845) 336-5036,41.966480428853124,-73.99000456159422
New York,Lake Grove,2093 Smith Haven Plz,11755,(631) 265-2865,40.87006243625729,-73.1283289659915
New York,Lake Ronkonkoma,601 Portion Rd,11779,(631) 615-8493,40.832120526640736,-73.08881301554361
New York,Latham,2 Wade Road,12110,(518) 783-0648,42.7557139,-73.7759656
New York,Lawrence,331 Rockaway Tpke,11559,(516) 239-3952,40.62738624380902,-73.73748044601534
New York,Levittown,3629 Hempstead Tpke,11756,(516) 731-0416,40.726328288054184,-73.50109196625307
New York,Lindenhurst,96 Sunrise Hwy,11757,(631) 956-4286,40.70168541779607,-73.37855889508914
New York,Liverpool,3852 State Route 31,13090,(315) 622-4973,43.18380786783495,-76.24673992462294
New York,Long Island City,26-16 Jackson Avenue,11101,(718) 784-2706,40.7472329329571,-73.94156671876117
New York,Mamaroneck,805 Mamaroneck Ave,10543,(914) 873-1348,40.95724250629299,-73.7377189481384
New York,Maspeth,5901 Maurice Ave,11378,(718) 578-4019,40.72628632765721,-73.90905587423909
New York,Merrick,1996 Merrick Rd,11566,(516) 868-4070,40.65565400565715,-73.54968124811502
New York,Middletown,444 Rte 211 E,10940,(845) 344-4149,41.45335887539258,-74.38077875175402
New York,Mineola,528 Jericho Tpke,11501,(516) 294-0709,40.74471293993189,-73.65613664568349
New York,Mohegan Lake,3144 E. Main Street,10547,(914) 528-3281,41.312710536128854,-73.86984350981233
New York,Mount Kisco,195 N Bedford Rd,10549,(914) 752-4725,41.21507249290042,-73.72046425131225
New York,Nanuet,79 Rockland Plaza,10954,(845) 367-4080,41.0984153,-74.0159513
New York,New Hartford,4815 Commercial Dr,13413,(315) 736-2467,43.09538775260282,-75.30588539321451
New York,New Hyde Park,2335 New Hyde Park Rd,11040,(516) 673-9630,40.7580426,-73.6892544
New York,New Rochelle,77 Quaker Ridge Rd,10804,(914) 712-6049,40.94889614209737,-73.78927739091485
New York,New York,1 New York Plz,10004,(646) 882-3252,40.7025024,-74.0115413
New York,New York,100 Maiden Ln,10038,(212) 742-2690,40.706796206010466,-74.00703710455826
New York,New York,1020 3rd Ave,10065,(646) 213-9692,40.762630101999704,-73.96614269900823
New York,New York,111 Fulton St,10038,(212) 964-0435,40.70975353435097,-74.006442636788
New York,New York,1153 Third Avenue,10065,(917) 475-9280,40.76663836273142,-73.9625337144007
New York,New York,117 E 14th St,10003,(212) 260-0641,40.73421976209579,-73.98882427560812
New York,New York,125 E 23rd St,10010,(212) 673-6904,40.73995404838195,-73.98508323313521
New York,New York,1288 1st Ave,10021,(646) 213-9431,40.765986622496065,-73.95704657423971
New York,New York,129 W. 48th St.,10020,(212) 575-8424,40.759429,-73.982606
New York,New York,1379 Avenue Of The Americas,10019,(646) 998-2329,40.76370412992602,-73.97796827695237
New York,New York,149 8th Ave,10011,(212) 620-4015,40.74205883696816,-74.00121809449479
New York,New York,1497 3rd Ave,10028,(646) 998-8241,40.777706235645894,-73.95446382820705
New York,New York,150 E 44th St,10017,(212) 682-9860,40.75217021278373,-73.97406615809359
New York,New York,150 E 52nd St,10022,(212) 755-9754,40.757417,-73.9709456
New York,New York,165 E 116th St,10029,(332) 258-8948,40.798560491389146,-73.94075206441771
New York,New York,2 Broadway,10004,(212) 344-0941,40.70429678237923,-74.01295797314185
New York,New York,200 Varick St,10014,(646) 336-6264,40.72825041984641,-74.00512257980787
New York,New York,2298 Broadway,10024,(646) 412-6237,40.7862055,-73.9778816
New York,New York,234 5th Ave,10001,(212) 532-0372,40.744273380616356,-73.98787091947895
New York,New York,235 W 56th Street,10019,(646) 626-6520,40.76606365605216,-73.9828994245716
New York,New York,25 W 45th St,10036,(212) 391-2081,40.7561264,-73.9808141
New York,New York,2575 Broadway,10025,(646) 349-6524,40.795380521336966,-73.97172891350918
New York,New York,269 Amsterdam Ave,10023,(212) 580-6058,40.77883406827038,-73.98122333060763
New York,New York,274 Madison Avenue,10016,(212) 689-1245,40.751359871715216,-73.98072137240467
New York,New York,275 Greenwich Street,10007,(646) 412-3981,40.715042948179274,-74.01102995947537
New York,New York,28 W 40th St,10018,(212) 302-0650,40.75271199668667,-73.98330394375267
New York,New York,281 Broadway,10007,(212) 385-3506,40.714606606499316,-74.00633473282073
New York,New York,283 7th Ave,10001,(212) 645-6270,40.74605832685789,-73.99397005663093
New York,New York,2843 Broadway,10025,(212) 222-1712,40.804515,-73.9668
New York,New York,286 1st Ave,10009,(212) 228-1915,40.732951534586995,-73.9809075492692
New York,New York,304 W 34th St,10001,(212) 268-4197,40.75232405090476,-73.99432821191562
