state,city,address,zip_code,name,phone,latitude,longitude,url,country
New Jersey,Lodi,170 Essex Street,07644,Chipotle LODI NJ,(201) 291-8485,40.89111360203947,-74.07195719405536,https://locations.chipotle.com/../nj/lodi/170-essex-street,USA
New Jersey,Madison,6 Main St,07940,Chipotle Madison NJ,(973) 264-1040,40.7601168,-74.4167983,https://locations.chipotle.com/../nj/madison/6-main-st,USA
New Jersey,Manahawkin,385 Martin Truex Jr Blvd,08050,Chipotle Manahawkin,(609) 488-6350,39.704554,-74.27542199999999,https://locations.chipotle.com/../nj/manahawkin/385-martin-truex-jr-blvd,USA
New Jersey,Marlton,500 Route 73 S,08053,Chipotle Marlton,(856) 797-1569,39.87759922017424,-74.91933649157498,https://locations.chipotle.com/../nj/marlton/500-route-73-s,USA
New Jersey,Marlton,882 Route 73 N,08053,Chipotle Marlton Greentree,(856) 983-5392,39.906240711434215,-74.93637525964775,https://locations.chipotle.com/../nj/marlton/882-route-73-n,USA
New Jersey,Mays Landing,2220 Wrangleboro Rd,08330,Chipotle Mays Landing,(609) 484-1403,39.451182125558205,-74.6377224938658,https://locations.chipotle.com/../nj/mays-landing/2220-wrangleboro-rd,USA
New Jersey,Metuchen,349 Lake Ave,08840,Chipotle Metuchen,(732) 662-9158,40.54085387381667,-74.36603543238567,https://locations.chipotle.com/../nj/metuchen/349-lake-ave,USA
New Jersey,Montvale,18 Farm Vw,07645,Chipotle Montvale,(201) 391-8986,41.051032,-74.06184272883604,https://locations.chipotle.com/../nj/montvale/18-farm-vw,USA
New Jersey,Moorestown,1600 Nixon Dr,08057,Chipotle East Gate,(856) 234-2317,39.9461120799692,-74.95860536426181,https://locations.chipotle.com/../nj/moorestown/1600-nixon-dr,USA
New Jersey,Morris Plains,1711 State Route 10,07950,Chipotle Morris Plains,(973) 292-0621,40.84361884787375,-74.46606533248882,https://locations.chipotle.com/../nj/morris-plains/1711-state-route-10,USA
New Jersey,Mount Laurel,10 Centerton Rd,08054,Chipotle Mt. Laurel,(856) 206-4024,39.96992593019781,-74.91403547287803,https://locations.chipotle.com/../nj/mount-laurel/10-centerton-rd,USA
New Jersey,Mt Laurel,3109 Rte 38,08054,Chipotle 3109 Rte 38,(856) 591-2103,39.97109912385459,-74.87555811729843,https://locations.chipotle.com/../nj/mt-laurel/3109-rte-38,USA
New Jersey,New Brunswick,387 George St,08901,Chipotle New Brunswick NJ Rutgers,(732) 993-1601,40.49608012866478,-74.44389511532688,https://locations.chipotle.com/../nj/new-brunswick/387-george-st,USA
New Jersey,New Providence,1260 Springfield Ave,07974,Chipotle New Providence,(908) 665-2185,40.706428985480045,-74.40448128077496,https://locations.chipotle.com/../nj/new-providence/1260-springfield-ave,USA
New Jersey,Newark,222 Market St,07102,Chipotle Newark NJ,(862) 235-1110,40.73476014345793,-74.17034735706045,https://locations.chipotle.com/../nj/newark/222-market-st,USA
New Jersey,Newton,121 Water St,07860,Chipotle Newton,(973) 862-4755,41.06512810797231,-74.74642932411207,https://locations.chipotle.com/../nj/newton/121-water-st,USA
New Jersey,North Bergen,2199 74th St,07047,Chipotle North Bergen,(201) 453-4814,40.803393020843686,-74.02190013617009,https://locations.chipotle.com/../nj/north-bergen/2199-74th-st,USA
New Jersey,North Brunswick,229 Grand Ave,08902,Chipotle Main Street North Brunswick,(848) 837-6024,40.43830755537103,-74.50419953729552,https://locations.chipotle.com/../nj/north-brunswick/229-grand-ave,USA
New Jersey,North Brunswick,524 Shoppes Blvd,08902,Chipotle North Brunswick,(732) 342-7272,40.461454461094505,-74.45714599614712,https://locations.chipotle.com/../nj/north-brunswick/524-shoppes-blvd,USA
New Jersey,Paramus,1 Garden State Plz,07652,Chipotle Garden State Plaza,(201) 561-0193,40.917588,-74.076404,https://locations.chipotle.com/../nj/paramus/1-garden-state-plz,USA
New Jersey,Paramus,545 Route 17 South,07652,Chipotle Paramus Rt 17,(201) 345-1467,40.957659,-74.075736,https://locations.chipotle.com/../nj/paramus/545-route-17-south,USA
New Jersey,Paramus,81 E State Rt 4,07652,Chipotle Paramus,(201) 556-0180,40.91928992368564,-74.06484148954303,https://locations.chipotle.com/../nj/paramus/81-e-state-rt-4,USA
New Jersey,Parsippany,1131 US Highway 46,07054,Chipotle Parsippany Troy Hills,(973) 352-6412,40.86189198879906,-74.38771204191426,https://locations.chipotle.com/../nj/parsippany/1131-us-highway-46,USA
New Jersey,Phillipsburg,1314 US Rte 22 E,08865,Chipotle Phillipsburg,(908) 521-8063,40.673542711843965,-75.14064449010596,https://locations.chipotle.com/../nj/phillipsburg/1314-us-rte-22-e,USA
New Jersey,Princeton,3522 US Highway 1,08540,Chipotle Princeton,(609) 228-6952,40.31098031055243,-74.66136013774975,https://locations.chipotle.com/../nj/princeton/3522-us-highway-1,USA
New Jersey,Ramsey,1255 State Rt 17,07446,Chipotle Ramsey,(201) 818-0185,41.07066761139971,-74.13941381102774,https://locations.chipotle.com/../nj/ramsey/1255-state-rt-17,USA
New Jersey,Red Bank,20 Water St,07701,Chipotle Red Bank NJ,(732) 758-8524,40.35073914410585,-74.06996564123244,https://locations.chipotle.com/../nj/red-bank/20-water-st,USA
New Jersey,Rio Grande,1705 NJ-47 South,08242,Chipotle RIO GRANDE,(609) 770-4225,39.0106169,-74.8699179,https://locations.chipotle.com/../nj/rio-grande/1705-nj-47-south,USA
New Jersey,Rockaway,301 Mt Hope Ave,07866,Chipotle Rockaway Townsquare Mall,(973) 442-0900,40.907218,-74.554014,https://locations.chipotle.com/../nj/rockaway/301-mt-hope-ave,USA
New Jersey,Sea Girt,2150 Route 35,08750,Chipotle Brook 35,(732) 449-0103,40.1379976381188,-74.06170585554503,https://locations.chipotle.com/../nj/sea-girt/2150-route-35,USA
New Jersey,Secaucus,700 Plaza Dr,07094,Chipotle Secaucus,(201) 330-1349,40.78756310779809,-74.0457996006117,https://locations.chipotle.com/../nj/secaucus/700-plaza-dr,USA
New Jersey,Sewell,415 Egg Harbor Rd,08080,Chipotle Washington Township NJ,(856) 270-7074,39.748769960512185,-75.07626577647079,https://locations.chipotle.com/../nj/sewell/415-egg-harbor-rd,USA
New Jersey,Shrewsbury,490B Shrewsbury Plz,07702,Chipotle Shrewsbury NJ,(848) 377-3515,40.31355178127886,-74.06533827735205,https://locations.chipotle.com/../nj/shrewsbury/490b-shrewsbury-plz,USA
New Jersey,Sicklerville,629 Cross Keys Rd,08081,Chipotle Turnersville,(856) 629-2087,39.73456393360712,-75.0075366938137,https://locations.chipotle.com/../nj/sicklerville/629-cross-keys-rd,USA
New Jersey,Somers Point,210 New Rd,08244,Chipotle Somers Point,(609) 601-4583,39.32894561727126,-74.59486620689503,https://locations.chipotle.com/../nj/somers-point/210-new-rd,USA
New Jersey,South Plainfield,6850 Hadley Road,07080,Chipotle South Plainfield,(908) 462-9690,40.55451313806272,-74.43135648638497,https://locations.chipotle.com/../nj/south-plainfield/6850-hadley-road,USA
New Jersey,Springfield,101 US Highway 22,07081,Chipotle Union Springfield,(973) 376-0152,40.68712190887396,-74.31576966152869,https://locations.chipotle.com/../nj/springfield/101-us-highway-22,USA
New Jersey,Springfield,697 Morris Tpke,07081,Chipotle Springfield NJ,(973) 376-0312,40.718627317094025,-74.32950032270185,https://locations.chipotle.com/../nj/springfield/697-morris-tpke,USA
New Jersey,Teterboro,9 Teterboro Landing Dr,07608,Chipotle Teterboro,(201) 288-4903,40.8606228,-74.06191179999999,https://locations.chipotle.com/../nj/teterboro/9-teterboro-landing-dr,USA
New Jersey,Toms River,1258 Hooper Ave,08753,Chipotle Toms River NJ,(848) 480-0645,39.98432404458657,-74.18058696073058,https://locations.chipotle.com/../nj/toms-river/1258-hooper-ave,USA
New Jersey,Toms River,465 East Route 37,08753,Chipotle Route 37 Toms River,(848) 317-8116,39.954144,-74.163397,https://locations.chipotle.com/../nj/toms-river/465-east-route-37,USA
New Jersey,Union,1101 Morris Ave,07083,Chipotle Union NJ,(908) 345-2886,40.682335378147144,-74.23425464980944,https://locations.chipotle.com/../nj/union/1101-morris-ave,USA
New Jersey,Vineland,3880 S Delsea Dr,08360,Chipotle Delsea Drive,(856) 563-8861,39.43039356123075,-75.0407778599453,https://locations.chipotle.com/../nj/vineland/3880-s-delsea-dr,USA
New Jersey,Voorhees,700 Haddonfield Berlin Rd,08043,Chipotle Voorhees,(856) 783-0380,39.853147330801846,-74.98248938116949,https://locations.chipotle.com/../nj/voorhees/700-haddonfield-berlin-rd,USA
New Jersey,Watchung,1620 US Highway 22,07069,Chipotle Route 22 Watchung,(908) 322-1574,40.64281440178693,-74.41246157759805,https://locations.chipotle.com/../nj/watchung/1620-us-highway-22,USA
New Jersey,Wayne,70 Willowbrook Blvd,07470,Chipotle Wayne Town Center,(973) 237-1390,40.88871619527291,-74.25201344601533,https://locations.chipotle.com/../nj/wayne/70-willowbrook-blvd,USA
New Jersey,West Caldwell,749 Bloomfield Ave,07006,Chipotle West Caldwell,(973) 226-6421,40.85022768357152,-74.29402782301634,https://locations.chipotle.com/../nj/west-caldwell/749-bloomfield-ave,USA
New Jersey,West Orange,235 Prospect Ave,07052,Chipotle West Orange,(973) 736-1873,40.80523669999999,-74.2481487,https://locations.chipotle.com/../nj/west-orange/235-prospect-ave,USA
New Jersey,Westfield,117 E Broad St,07090,Chipotle Westfield NJ,(908) 232-2709,40.65102192055685,-74.34931696007794,https://locations.chipotle.com/../nj/westfield/117-e-broad-st,USA
New Jersey,Woodbridge,318 US Highway 9 N,07095,Chipotle WOODBRIDGE,(732) 442-5281,40.534775251234834,-74.29558553067112,https://locations.chipotle.com/../nj/woodbridge/318-us-highway-9-n,USA
New Mexico,Albuquerque,1000 Juan Tabo Blvd NE,87112,Chipotle Juan Tabo,(505) 407-4437,35.0886542938445,-106.51475243871828,https://locations.chipotle.com/../nm/albuquerque/1000-juan-tabo-blvd-ne,USA
New Mexico,Albuquerque,2608 Central Ave SE,87106,Chipotle UNM,(505) 232-3550,35.08057225150501,-106.61686568344976,https://locations.chipotle.com/../nm/albuquerque/2608-central-ave-se,USA
New Mexico,Albuquerque,3400 NM 528 NW,87114,Chipotle Cottonwood,(505) 948-5005,35.20453601127593,-106.64993794748959,https://locations.chipotle.com/../nm/albuquerque/3400-nm-528-nw,USA
New Mexico,Albuquerque,3600 Coors Blvd NW,87120,Chipotle Coors Blvd,(505) 836-6865,35.12325776410524,-106.70128921106243,https://locations.chipotle.com/../nm/albuquerque/3600-coors-blvd-nw,USA
New Mexico,Albuquerque,4331 San Mateo Blvd NE,87110,Chipotle San Mateo & Montgomery,(505) 903-7584,35.1306238,-106.5868001,https://locations.chipotle.com/../nm/albuquerque/4331-san-mateo-blvd-ne,USA
New Mexico,Albuquerque,6810 Menaul Blvd NE,87110,Chipotle ABQ Uptown,(505) 884-1716,35.108862408960974,-106.56852223313524,https://locations.chipotle.com/../nm/albuquerque/6810-menaul-blvd-ne,USA
New Mexico,Albuquerque,8120 San Pedro Dr NE,87113,Chipotle Paseo del Norte,(505) 814-2880,35.17493880920162,-106.57497128587914,https://locations.chipotle.com/../nm/albuquerque/8120-san-pedro-dr-ne,USA
New Mexico,Clovis,3501 N Prince St,88101,Chipotle Clovis NM,(575) 935-0351,34.43428474904138,-103.19581852299899,https://locations.chipotle.com/../nm/clovis/3501-n-prince-st,USA
New Mexico,Farmington,4906 E Main St,87402,Chipotle Farmington,(505) 326-6401,36.76795107310428,-108.1477205278569,https://locations.chipotle.com/../nm/farmington/4906-e-main-st,USA
New Mexico,Las Cruces,525 S Telshor Blvd,88011,Chipotle Las Cruces - Telshor,(575) 522-3096,32.31482969972059,-106.7435663504136,https://locations.chipotle.com/../nm/las-cruces/525-s-telshor-blvd,USA
New Mexico,Santa Fe,1001 S Saint Francis Dr,87505,Chipotle Santa Fe,(505) 303-4534,35.67779648520238,-105.95314385052154,https://locations.chipotle.com/../nm/santa-fe/1001-s-saint-francis-dr,USA
New York,Albany,105 Wolf Road,12205,Chipotle Wolf Road,(518) 438-7590,42.716029,-73.809998,https://locations.chipotle.com/../ny/albany/105-wolf-road,USA
New York,Albany,1475 Western Ave,12203,Chipotle Stuyvesant Plaza,(518) 459-1025,42.682911,-73.838426,https://locations.chipotle.com/../ny/albany/1475-western-ave,USA
New York,Albany,17 New Scotland Ave,12208,Chipotle Albany New Scotland Ave,(518) 312-4591,42.65406492499673,-73.77337737303331,https://locations.chipotle.com/../ny/albany/17-new-scotland-ave,USA
New York,Amherst,1643 Niagara Falls Blvd,14228,Chipotle Amherst Niagara Falls Blvd,(716) 836-1039,42.99971951131972,-78.81943605336176,https://locations.chipotle.com/../ny/amherst/1643-niagara-falls-blvd,USA
New York,Amherst,3030 Niagara Blvd,14228,Chipotle North Amherst,(716) 766-1388,43.037138,-78.823923,https://locations.chipotle.com/../ny/amherst/3030-niagara-blvd,USA
New York,Amsterdam,110 Veeders Ml,12010,Chipotle Amsterdam,(518) 246-3013,42.96291436459377,-74.18698594702214,https://locations.chipotle.com/../ny/amsterdam/110-veeders-ml,USA
New York,Astoria,2206 31st St,11105,Chipotle 31st & Ditmars,(347) 242-5876,40.7759687,-73.9112081,https://locations.chipotle.com/../ny/astoria/2206-31st-st,USA
New York,Astoria,3173 Steinway St,11103,Chipotle Steinway Street,(347) 448-5619,40.759375321257075,-73.91829492713275,https://locations.chipotle.com/../ny/astoria/3173-steinway-st,USA
New York,Auburn,1 Plaza Dr,13021,Chipotle 1 Plaza Dr,(315) 975-4943,42.95650275083098,-76.54173460231621,https://locations.chipotle.com/../ny/auburn/1-plaza-dr,USA
New York,Batavia,4230 Veterans Memorial Dr,14020,Chipotle Batavia,(585) 300-4083,43.0162573,-78.204008,https://locations.chipotle.com/../ny/batavia/4230-veterans-memorial-dr,USA
New York,Bay Shore,1675 Sunrise Hwy,11706,Chipotle Bay Shore,(631) 666-0731,40.73639661403278,-73.24759173243054,https://locations.chipotle.com/../ny/bay-shore/1675-sunrise-hwy,USA
New York,Bohemia,5181 Sunrise Hwy,11716,Chipotle Sayville,(631) 567-1396,40.7648267,-73.0925717,https://locations.chipotle.com/../ny/bohemia/5181-sunrise-hwy,USA
New York,Bronx,1030 Southern Blvd,10459,Chipotle Southern Blvd,(347) 758-4163,40.823835901425355,-73.89157356799967,https://locations.chipotle.com/../ny/bronx/1030-southern-blvd,USA
New York,Bronx,1776 Eastchester Rd,10461,Chipotle 1776 Eastchester Rd,(347) 899-2876,40.8494193,-73.8429704,https://locations.chipotle.com/../ny/bronx/1776-eastchester-rd,USA
New York,Bronx,190 W 231st St,10463,Chipotle Kingsbridge,(347) 334-6669,40.87854394663304,-73.90441531378225,https://locations.chipotle.com/../ny/bronx/190-w-231st-st,USA
New York,Bronx,193 W 237th St,10463,Chipotle Riverdale,(718) 601-6022,40.88456619551229,-73.9004737612446,https://locations.chipotle.com/../ny/bronx/193-w-237th-st,USA
New York,Bronx,2122 Bartow Avenue,10475,Chipotle Bay Plaza,(347) 899-8442,40.868854,-73.82627,https://locations.chipotle.com/../ny/bronx/2122-bartow-avenue,USA
New York,Bronx,2190 White Plains Rd,10462,Chipotle White Plains Road,(347) 281-7963,40.85622942202093,-73.86727568648706,https://locations.chipotle.com/../ny/bronx/2190-white-plains-rd,USA
New York,Bronx,22 E 170th St,10452,Chipotle E 170th & Jerome Avenue,(718) 710-4044,40.839760407516174,-73.91723425737396,https://locations.chipotle.com/../ny/bronx/22-e-170th-st,USA
New York,Bronx,260 E 161st St,10451,Chipotle 161st Street,(718) 665-5238,40.825640489738014,-73.91934789773708,https://locations.chipotle.com/../ny/bronx/260-e-161st-st,USA
New York,Bronx,2902 3rd Ave,10455,Chipotle 2902 Third Avenue,(718) 710-4059,40.816959551035815,-73.91592948313543,https://locations.chipotle.com/../ny/bronx/2902-3rd-ave,USA
New York,Bronx,31 Hugh J Grant Circle,10462,Chipotle Parkchester,(838) 786-5021,40.8336907,-73.86057149999999,https://locations.chipotle.com/../ny/bronx/31-hugh-j-grant-circle,USA
New York,Bronx,35 Westchester Square,10461,Chipotle Westchester Square,(347) 281-7158,40.84142107526162,-73.84374093606944,https://locations.chipotle.com/../ny/bronx/35-westchester-square,USA
New York,Bronx,350 E Fordham Rd,10458,Chipotle East Fordham Road,(929) 577-5915,40.861632125677936,-73.89332304641943,https://locations.chipotle.com/../ny/bronx/350-e-fordham-rd,USA
New York,Bronx,4760 3rd Ave,10458,Chipotle Fordham,(718) 220-1276,40.8603549,-73.8905947,https://locations.chipotle.com/../ny/bronx/4760-3rd-ave,USA
New York,Bronx,557 Grand Concourse,10451,Chipotle 557 Grand Concourse,(315) 710-3188,40.81907445524702,-73.927394644792,https://locations.chipotle.com/../ny/bronx/557-grand-concourse,USA
New York,Bronx,815 Hutchinson River Pkwy,10465,Chipotle Throggs Neck S.C.,(718) 822-1696,40.8238178,-73.8382011,https://locations.chipotle.com/../ny/bronx/815-hutchinson-river-pkwy,USA
New York,Brooklyn,1 Metrotech Center,11201,Chipotle Metrotech,(917) 246-4060,40.69359154930046,-73.98638792038685,https://locations.chipotle.com/../ny/brooklyn/1-metrotech-center,USA
New York,Brooklyn,1004 Flatbush Ave,11226,Chipotle 1004 Flatbush,(332) 266-4533,40.646788263238726,-73.95831546684742,https://locations.chipotle.com/../ny/brooklyn/1004-flatbush-ave,USA
New York,Brooklyn,1190 Fulton St,11216,Chipotle 1190 Fulton,(929) 567-2103,40.68046744757211,-73.95306690368747,https://locations.chipotle.com/../ny/brooklyn/1190-fulton-st,USA
New York,Brooklyn,130 N 4th St,11249,Chipotle Williamsburg NY,(718) 384-1785,40.71662536264234,-73.96054437301638,https://locations.chipotle.com/../ny/brooklyn/130-n-4th-st,USA
New York,Brooklyn,1325 Kings Hwy,11229,Chipotle Kings Hwy,(718) 339-2197,40.60849875894529,-73.95935606440071,https://locations.chipotle.com/../ny/brooklyn/1325-kings-hwy,USA
New York,Brooklyn,140 Court St,11201,Chipotle Court Street,(718) 852-1852,40.689225330982595,-73.99282464723876,https://locations.chipotle.com/../ny/brooklyn/140-court-st,USA
New York,Brooklyn,185 7th Ave,11215,Chipotle 7th Ave Park Slope,(347) 725-4450,40.671179764865585,-73.97771265549562,https://locations.chipotle.com/../ny/brooklyn/185-7th-ave,USA
New York,Brooklyn,185 Montague St,11201,Chipotle Montague Street,(718) 243-9109,40.694349307551605,-73.99183062392524,https://locations.chipotle.com/../ny/brooklyn/185-montague-st,USA
New York,Brooklyn,1940 Linden Blvd,11207,Chipotle East New York,(929) 567-0909,40.658490861035055,-73.8898936239252,https://locations.chipotle.com/../ny/brooklyn/1940-linden-blvd,USA
New York,Brooklyn,2076 86th St,11214,Chipotle Bensonhurst,(347) 394-5095,40.60330444309662,-73.99658210230571,https://locations.chipotle.com/../ny/brooklyn/2076-86th-st,USA
New York,Brooklyn,2166 Nostrand Ave,11210,Chipotle Nostrand Avenue,(718) 434-2315,40.63199766322616,-73.9478176689671,https://locations.chipotle.com/../ny/brooklyn/2166-nostrand-ave,USA
New York,Brooklyn,2179 Ralph Ave,11234,Chipotle Ralph Avenue,(718) 251-3806,40.62640516930416,-73.91697560324246,https://locations.chipotle.com/../ny/brooklyn/2179-ralph-ave,USA
New York,Brooklyn,250 Utica Ave,11213,Chipotle Utica Avenue,(718) 942-5275,40.66999511055916,-73.93141058422312,https://locations.chipotle.com/../ny/brooklyn/250-utica-ave,USA
New York,Brooklyn,2940 Cropsey Ave,11214,Chipotle Cropsey Avenue,(718) 266-0380,40.583302456298604,-73.9867754624425,https://locations.chipotle.com/../ny/brooklyn/2940-cropsey-ave,USA
New York,Brooklyn,347 Flatbush Ave,11238,Chipotle 347 Flatbush,(718) 230-3102,40.677225058676,-73.97219397217282,https://locations.chipotle.com/../ny/brooklyn/347-flatbush-ave,USA
New York,Brooklyn,394 Myrtle Ave,11205,Chipotle Myrtle Avenue,(718) 855-3517,40.69297354410361,-73.97015802749729,https://locations.chipotle.com/../ny/brooklyn/394-myrtle-ave,USA
New York,Brooklyn,4101 4th Ave,11232,Chipotle Sunset Park,(718) 208-4207,40.651227159779495,-74.00713741502018,https://locations.chipotle.com/../ny/brooklyn/4101-4th-ave,USA
New York,Brooklyn,463 86th St,11209,Chipotle Bay Ridge,(718) 833-0534,40.6220428335957,-74.02667151532688,https://locations.chipotle.com/../ny/brooklyn/463-86th-st,USA
New York,Brooklyn,474 Fulton St,11201,Chipotle Fulton Street Mall,(718) 852-0617,40.68989924863352,-73.98394686128724,https://locations.chipotle.com/../ny/brooklyn/474-fulton-st,USA
New York,Brooklyn,5102 Avenue U,11234,Chipotle Kings Plaza,(347) 549-4079,40.610484,-73.918934,https://locations.chipotle.com/../ny/brooklyn/5102-avenue-u,USA
New York,Brooklyn,6502 18th Ave,11204,Chipotle 6502 18th Avenue,(347) 325-9464,40.61910617282838,-73.99061644043785,https://locations.chipotle.com/../ny/brooklyn/6502-18th-ave,USA
New York,Brooklyn,774 Broadway,11206,Chipotle Bushwick,(718) 387-2409,40.7000298264766,-73.94096754550367,https://locations.chipotle.com/../ny/brooklyn/774-broadway,USA
New York,Buffalo,2236 Delaware Ave,14216,Chipotle 2236 Delaware Ave,(716) 374-6060,42.944869729540585,-78.86870359747586,https://locations.chipotle.com/../ny/buffalo/2236-delaware-ave,USA
New York,Buffalo,4405 Milestrip Rd,14219,Chipotle Hamburg Buffalo,(716) 824-0394,42.78887372505396,-78.81493464479198,https://locations.chipotle.com/../ny/buffalo/4405-milestrip-rd,USA
New York,Canandaigua,282 Eastern Blvd,14424,Chipotle Canandaigua,(585) 412-2041,42.8786551824051,-77.25691628296494,https://locations.chipotle.com/../ny/canandaigua/282-eastern-blvd,USA
New York,Carle Place,135 Old Country Rd,11514,Chipotle Carle Place,(516) 877-7720,40.74355703669997,-73.61803873897225,https://locations.chipotle.com/../ny/carle-place/135-old-country-rd,USA
New York,Central Valley,498 Red Apple Ct,10917,Chipotle Woodbury Commons,(845) 928-1836,41.3169256,-74.1259455,https://locations.chipotle.com/../ny/central-valley/498-red-apple-ct,USA
New York,Cheektowaga,1717 Walden Ave,14225,Chipotle Cheektowaga,(716) 242-0720,42.90753759136164,-78.77423781043342,https://locations.chipotle.com/../ny/cheektowaga/1717-walden-ave,USA
New York,Cicero,7944 Brewerton Rd,13039,Chipotle Cicero NY,(315) 505-8227,43.155051761774125,-76.12227558895495,https://locations.chipotle.com/../ny/cicero/7944-brewerton-rd,USA
New York,Clifton Park,22 Clifton Country Rd,12065,Chipotle Clifton Park,(518) 371-0362,42.85843910000001,-73.77854291165674,https://locations.chipotle.com/../ny/clifton-park/22-clifton-country-rd,USA
New York,Commack,660 Commack Rd,11725,Chipotle Commack,(631) 499-2676,40.80724232048263,-73.29384585003027,https://locations.chipotle.com/../ny/commack/660-commack-rd,USA
New York,Corona,3747 Junction Blvd,11368,Chipotle Corona Queens,(718) 593-4731,40.75041739580541,-73.869819482206,https://locations.chipotle.com/../ny/corona/3747-junction-blvd,USA
New York,Deer Park,1090 The Arches Cir,11729,Chipotle Tanger-Deer Park,(631) 586-0301,40.76468087176469,-73.30652234482669,https://locations.chipotle.com/../ny/deer-park/1090-the-arches-cir,USA
New York,Deer Park,1831 Deer Park Ave,11729,Chipotle Deer Park,(631) 906-7033,40.75879043742749,-73.32771587460124,https://locations.chipotle.com/../ny/deer-park/1831-deer-park-ave,USA
New York,Dobbs Ferry,12 Lawrence St,10522,Chipotle Dobbs Ferry,(914) 693-8135,41.00201896810417,-73.8574606900662,https://locations.chipotle.com/../ny/dobbs-ferry/12-lawrence-st,USA
New York,East Meadow,2312 Hempstead Tpke,11554,Chipotle East Meadow,(516) 796-0460,40.724522636600874,-73.5505444434707,https://locations.chipotle.com/../ny/east-meadow/2312-hempstead-tpke,USA
New York,East Northport,4000 Jericho Tpke,11731,Chipotle East Northport NY,(631) 651-1820,40.83947128246748,-73.31555572207048,https://locations.chipotle.com/../ny/east-northport/4000-jericho-tpke,USA
New York,Elmhurst,40-37 82nd St,11373,Chipotle 82nd Street Queens,(347) 448-3195,40.746593,-73.8835323,https://locations.chipotle.com/../ny/elmhurst/40-37-82nd-st,USA
New York,Elmhurst,8801 Queens Blvd,11373,Chipotle Queens Place,(347) 448-4881,40.73529923550521,-73.87455634784126,https://locations.chipotle.com/../ny/elmhurst/8801-queens-blvd,USA
New York,Elmhurst,9015 Queens Blvd,11373,Chipotle Queens Center,(347) 396-3452,40.73440613146986,-73.86992516625308,https://locations.chipotle.com/../ny/elmhurst/9015-queens-blvd,USA
New York,Elmont,620 Hempstead Tpke,11003,Chipotle Elmont,(516) 328-0240,40.70760999750186,-73.70235858889995,https://locations.chipotle.com/../ny/elmont/620-hempstead-tpke,USA
New York,Fairport,6720 Pittsford Palmyra Rd,14450,Chipotle Perinton,(585) 598-4075,43.07098707356829,-77.44087694279023,https://locations.chipotle.com/../ny/fairport/6720-pittsford-palmyra-rd,USA
New York,Farmingdale,901 Broadhollow Rd,11735,Chipotle Farmingdale,(631) 845-4598,40.726673901834175,-73.42347402558052,https://locations.chipotle.com/../ny/farmingdale/901-broadhollow-rd,USA
New York,Fayetteville,406 Towne Dr,13066,Chipotle Fayetteville East Genesee St.,(315) 400-6605,43.02925,-76.01789,https://locations.chipotle.com/../ny/fayetteville/406-towne-dr,USA
New York,Fishkill,10 Westage Dr,12524,Chipotle Fishkill,(845) 897-2694,41.527470855511936,-73.8932193090191,https://locations.chipotle.com/../ny/fishkill/10-westage-dr,USA
New York,Flushing,13661 Roosevelt Ave,11354,Chipotle Flushing,(347) 732-1615,40.760498,-73.82788,https://locations.chipotle.com/../ny/flushing/13661-roosevelt-ave,USA
New York,Forest Hills,7030 Austin St,11375,Chipotle Forest Hills Queens,(718) 709-4385,40.72034292143083,-73.84593633148131,https://locations.chipotle.com/../ny/forest-hills/7030-austin-st,USA
New York,Garden City,630 Old Country Rd,11530,Chipotle Roosevelt Field Mall,(516) 539-3950,40.738202,-73.613312,https://locations.chipotle.com/../ny/garden-city/630-old-country-rd,USA
New York,Glenmont,9 Moriah Rd,12077,Chipotle Glenmont,(838) 217-6990,42.611958292735686,-73.78580102256296,https://locations.chipotle.com/../ny/glenmont/9-moriah-rd,USA
New York,Glenville,231 Saratoga Rd,12302,Chipotle Glenville,(518) 631-2688,42.86670508249016,-73.93324064227477,https://locations.chipotle.com/../ny/glenville/231-saratoga-rd,USA
New York,Great Neck,44 Great Neck Rd,11021,Chipotle Great Neck,(516) 467-0505,40.78546844053795,-73.72738571454715,https://locations.chipotle.com/../ny/great-neck/44-great-neck-rd,USA
New York,Hauppauge,387 Smithtown Byp,11788,Chipotle Nesconset Highway,(631) 265-1318,40.828079927024866,-73.2013814284752,https://locations.chipotle.com/../ny/hauppauge/387-smithtown-byp,USA
New York,Hauppauge,694 Motor Pkwy,11788,Chipotle Motor Parkway,(631) 355-7073,40.807214961172946,-73.2377545370132,https://locations.chipotle.com/../ny/hauppauge/694-motor-pkwy,USA
New York,Hicksville,215 N Broadway,11801,Chipotle Hicksville,(516) 822-4074,40.77439972943342,-73.52764726725059,https://locations.chipotle.com/../ny/hicksville/215-n-broadway,USA
New York,Highland Falls,521A Main St,10928,Chipotle West Point-Highland Falls,(845) 977-0233,41.37635621046758,-73.96306243568881,https://locations.chipotle.com/../ny/highland-falls/521a-main-st,USA
New York,Howard Beach,16010 Crossbay Blvd,11414,Chipotle Howard Beach,(718) 738-1309,40.65726177401885,-73.8397904834324,https://locations.chipotle.com/../ny/howard-beach/16010-crossbay-blvd,USA
New York,Huntington Station,435 Walt Whitman Rd,11747,Chipotle Huntington Station,(631) 423-0127,40.814771129154124,-73.41089419305467,https://locations.chipotle.com/../ny/huntington-station/435-walt-whitman-rd,USA
